,trip_id,duration_sec,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_number,zip_code,subscriber_type,c_subscription_type,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,member_birth_year,member_gender,bike_share_for_all_trip,start_station_geom,end_station_geom
10,201711181823281960,353,2017-11-18 18:23:28+00:00,2nd Ave at E 18th St,200,2017-11-18 18:29:22+00:00,10th Ave at E 15th St,222,1960,,Subscriber,,37.8002135669698,-122.25381016731262,37.7927143,-122.2487796,1988,Male,,POINT(-122.253810167313 37.8002135669698),POINT(-122.2487796 37.7927143)
11,20170810204454839,1256,2017-08-10 20:44:54+00:00,2nd Ave at E 18th St,200,2017-08-10 21:05:50+00:00,10th Ave at E 15th St,222,839,,Customer,,37.8002135669698,-122.25381016731262,37.7927143,-122.2487796,,,,POINT(-122.253810167313 37.8002135669698),POINT(-122.2487796 37.7927143)
12,20180413184707887,301,2018-04-13 18:47:07+00:00,2nd Ave at E 18th St,200,2018-04-13 18:52:08+00:00,10th Ave at E 15th St,222,887,,Subscriber,,37.8002135669698,-122.25381016731262,37.7927143,-122.2487796,1987,Male,No,POINT(-122.253810167313 37.8002135669698),POINT(-122.2487796 37.7927143)
13,201708192053311490,743,2017-08-19 20:53:31+00:00,2nd Ave at E 18th St,200,2017-08-19 21:05:54+00:00,10th Ave at E 15th St,222,1490,,Customer,,37.8002135669698,-122.25381016731262,37.7927143,-122.2487796,,,,POINT(-122.253810167313 37.8002135669698),POINT(-122.2487796 37.7927143)
14,201801171656553504,500,2018-01-17 16:56:55+00:00,El Embarcadero at Grand Ave,197,2018-01-17 17:05:16+00:00,10th Ave at E 15th St,222,3504,,Subscriber,,37.8088479,-122.2496799,37.7927143,-122.2487796,1987,Male,No,POINT(-122.2496799 37.8088479),POINT(-122.2487796 37.7927143)
15,201803091621483450,857,2018-03-09 16:21:48+00:00,Frank H Ogawa Plaza,7,2018-03-09 16:36:06+00:00,10th Ave at E 15th St,222,3450,,Subscriber,,37.8045623549303,-122.27173805236816,37.7927143,-122.2487796,1984,Male,Yes,POINT(-122.271738052368 37.8045623549303),POINT(-122.2487796 37.7927143)
16,201802241826551215,1235,2018-02-24 18:26:55+00:00,Frank H Ogawa Plaza,7,2018-02-24 18:47:31+00:00,10th Ave at E 15th St,222,1215,,Subscriber,,37.8045623549303,-122.27173805236816,37.7927143,-122.2487796,1969,Male,No,POINT(-122.271738052368 37.8045623549303),POINT(-122.2487796 37.7927143)
17,201801111613101305,858,2018-01-11 16:13:10+00:00,Frank H Ogawa Plaza,7,2018-01-11 16:27:28+00:00,10th Ave at E 15th St,222,1305,,Subscriber,,37.8045623549303,-122.27173805236816,37.7927143,-122.2487796,1984,Male,Yes,POINT(-122.271738052368 37.8045623549303),POINT(-122.2487796 37.7927143)
18,201801021932232717,914,2018-01-02 19:32:23+00:00,Frank H Ogawa Plaza,7,2018-01-02 19:47:38+00:00,10th Ave at E 15th St,222,2717,,Subscriber,,37.8045623549303,-122.27173805236816,37.7927143,-122.2487796,1984,Male,Yes,POINT(-122.271738052368 37.8045623549303),POINT(-122.2487796 37.7927143)
20,201803161910283751,564,2018-03-16 19:10:28+00:00,Frank H Ogawa Plaza,7,2018-03-16 19:19:52+00:00,10th Ave at E 15th St,222,3751,,Subscriber,,37.8045623549303,-122.27173805236816,37.7927143,-122.2487796,1987,Male,No,POINT(-122.271738052368 37.8045623549303),POINT(-122.2487796 37.7927143)
21,20180218120409238,989,2018-02-18 12:04:09+00:00,Grand Ave at Webster St,181,2018-02-18 12:20:39+00:00,10th Ave at E 15th St,222,238,,Customer,,37.8113768,-122.2651925,37.7927143,-122.2487796,1980,Male,No,POINT(-122.2651925 37.8113768),POINT(-122.2487796 37.7927143)
22,201803051737493409,1055,2018-03-05 17:37:49+00:00,Grand Ave at Webster St,181,2018-03-05 17:55:25+00:00,10th Ave at E 15th St,222,3409,,Customer,,37.8113768,-122.2651925,37.7927143,-122.2487796,,,No,POINT(-122.2651925 37.8113768),POINT(-122.2487796 37.7927143)
23,201803131437033724,917,2018-03-13 14:37:03+00:00,Grand Ave at Webster St,181,2018-03-13 14:52:20+00:00,10th Ave at E 15th St,222,3724,,Customer,,37.8113768,-122.2651925,37.7927143,-122.2487796,1989,Male,No,POINT(-122.2651925 37.8113768),POINT(-122.2487796 37.7927143)
24,20180404210034451,366,2018-04-04 21:00:34+00:00,Lake Merritt BART Station,163,2018-04-04 21:06:41+00:00,10th Ave at E 15th St,222,451,,Subscriber,,37.7973195,-122.2653199,37.7927143,-122.2487796,1987,Male,No,POINT(-122.2653199 37.7973195),POINT(-122.2487796 37.7927143)
26,201801231907161787,626,2018-01-23 19:07:16+00:00,Lake Merritt BART Station,163,2018-01-23 19:17:43+00:00,10th Ave at E 15th St,222,1787,,Subscriber,,37.7973195,-122.2653199,37.7927143,-122.2487796,1987,Male,No,POINT(-122.2653199 37.7973195),POINT(-122.2487796 37.7927143)
27,201712062310481332,442,2017-12-06 23:10:48+00:00,Lake Merritt BART Station,163,2017-12-06 23:18:11+00:00,10th Ave at E 15th St,222,1332,,Subscriber,,37.7973195,-122.2653199,37.7927143,-122.2487796,1981,Male,,POINT(-122.2653199 37.7973195),POINT(-122.2487796 37.7927143)
28,201708271057061157,973,2017-08-27 10:57:06+00:00,Lake Merritt BART Station,163,2017-08-27 11:13:19+00:00,10th Ave at E 15th St,222,1157,,Customer,,37.7973195,-122.2653199,37.7927143,-122.2487796,,,,POINT(-122.2653199 37.7973195),POINT(-122.2487796 37.7927143)
29,201710270951561268,737,2017-10-27 09:51:56+00:00,Lake Merritt BART Station,163,2017-10-27 10:04:14+00:00,10th Ave at E 15th St,222,1268,,Subscriber,,37.7973195,-122.2653199,37.7927143,-122.2487796,1982,Male,,POINT(-122.2653199 37.7973195),POINT(-122.2487796 37.7927143)
30,201708271056582122,963,2017-08-27 10:56:58+00:00,Lake Merritt BART Station,163,2017-08-27 11:13:01+00:00,10th Ave at E 15th St,222,2122,,Customer,,37.7973195,-122.2653199,37.7927143,-122.2487796,,,,POINT(-122.2653199 37.7973195),POINT(-122.2487796 37.7927143)
31,201710071647491231,828,2017-10-07 16:47:49+00:00,Lakeside Dr at 14th St,186,2017-10-07 17:01:38+00:00,10th Ave at E 15th St,222,1231,,Customer,,37.8013189,-122.2626418,37.7927143,-122.2487796,1995,Female,,POINT(-122.2626418 37.8013189),POINT(-122.2487796 37.7927143)
32,20170803193416678,951,2017-08-03 19:34:16+00:00,MLK Jr Way at 14th St,232,2017-08-03 19:50:07+00:00,10th Ave at E 15th St,222,678,,Subscriber,,37.8061628,-122.2760402,37.7927143,-122.2487796,1968,Female,,POINT(-122.2760402 37.8061628),POINT(-122.2487796 37.7927143)
33,201803031624552747,480,2018-03-03 16:24:55+00:00,San Antonio Park,46,2018-03-03 16:32:55+00:00,10th Ave at E 15th St,222,2747,,Subscriber,,37.79013985185364,-122.24237322807312,37.7927143,-122.2487796,1987,Male,No,POINT(-122.242373228073 37.7901398518536),POINT(-122.2487796 37.7927143)
34,201710080027511508,1443,2017-10-08 00:27:51+00:00,Telegraph Ave at 23rd St,180,2017-10-08 00:51:54+00:00,10th Ave at E 15th St,222,1508,,Subscriber,,37.8126783,-122.2687726,37.7927143,-122.2487796,1969,Male,,POINT(-122.2687726 37.8126783),POINT(-122.2487796 37.7927143)
35,201802041053153629,797,2018-02-04 10:53:15+00:00,Washington St at 8th St,202,2018-02-04 11:06:32+00:00,10th Ave at E 15th St,222,3629,,Subscriber,,37.8007544,-122.2748943,37.7927143,-122.2487796,1998,Female,No,POINT(-122.2748943 37.8007544),POINT(-122.2487796 37.7927143)
36,201711230837101448,427,2017-11-23 08:37:10+00:00,10th Ave at E 15th St,222,2017-11-23 08:44:18+00:00,10th St at Fallon St,201,1448,,Customer,,37.7927143,-122.2487796,37.7976728,-122.2629973,1992,Male,,POINT(-122.2487796 37.7927143),POINT(-122.2629973 37.7976728)
37,20180103111653596,655,2018-01-03 11:16:53+00:00,10th Ave at E 15th St,222,2018-01-03 11:27:49+00:00,10th St at Fallon St,201,596,,Subscriber,,37.7927143,-122.2487796,37.7976728,-122.2629973,1984,Male,Yes,POINT(-122.2487796 37.7927143),POINT(-122.2629973 37.7976728)
38,201709181441532238,474,2017-09-18 14:41:53+00:00,10th Ave at E 15th St,222,2017-09-18 14:49:47+00:00,10th St at Fallon St,201,2238,,Customer,,37.7927143,-122.2487796,37.7976728,-122.2629973,,,,POINT(-122.2487796 37.7927143),POINT(-122.2629973 37.7976728)
39,20180427095821777,463,2018-04-27 09:58:21+00:00,10th Ave at E 15th St,222,2018-04-27 10:06:04+00:00,10th St at Fallon St,201,777,,Subscriber,,37.7927143,-122.2487796,37.7976728,-122.2629973,1984,Male,Yes,POINT(-122.2487796 37.7927143),POINT(-122.2629973 37.7976728)
40,201804100624171238,456,2018-04-10 06:24:17+00:00,10th Ave at E 15th St,222,2018-04-10 06:31:53+00:00,10th St at Fallon St,201,1238,,Subscriber,,37.7927143,-122.2487796,37.7976728,-122.2629973,1984,Male,Yes,POINT(-122.2487796 37.7927143),POINT(-122.2629973 37.7976728)
41,20180330120938456,506,2018-03-30 12:09:38+00:00,10th Ave at E 15th St,222,2018-03-30 12:18:05+00:00,10th St at Fallon St,201,456,,Subscriber,,37.7927143,-122.2487796,37.7976728,-122.2629973,1984,Male,Yes,POINT(-122.2487796 37.7927143),POINT(-122.2629973 37.7976728)
42,201709201412032462,1018,2017-09-20 14:12:03+00:00,10th St at Fallon St,201,2017-09-20 14:29:02+00:00,10th St at Fallon St,201,2462,,Subscriber,,37.7976728,-122.2629973,37.7976728,-122.2629973,1996,Male,,POINT(-122.2629973 37.7976728),POINT(-122.2629973 37.7976728)
44,201707291230201288,1435,2017-07-29 12:30:20+00:00,10th St at Fallon St,201,2017-07-29 12:54:15+00:00,10th St at Fallon St,201,1288,,Subscriber,,37.7976728,-122.2629973,37.7976728,-122.2629973,1983,Male,,POINT(-122.2629973 37.7976728),POINT(-122.2629973 37.7976728)
50,20180222091855502,228,2018-02-22 09:18:55+00:00,12th St at 4th Ave,233,2018-02-22 09:22:44+00:00,10th St at Fallon St,201,502,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1993,Male,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
51,201708290753091218,173,2017-08-29 07:53:09+00:00,12th St at 4th Ave,233,2017-08-29 07:56:02+00:00,10th St at Fallon St,201,1218,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1985,Female,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
52,20180316094435752,244,2018-03-16 09:44:35+00:00,12th St at 4th Ave,233,2018-03-16 09:48:40+00:00,10th St at Fallon St,201,752,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,,,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
53,201707270809511090,182,2017-07-27 08:09:51+00:00,12th St at 4th Ave,233,2017-07-27 08:12:54+00:00,10th St at Fallon St,201,1090,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1984,Other,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
54,20180424094129550,217,2018-04-24 09:41:29+00:00,12th St at 4th Ave,233,2018-04-24 09:45:06+00:00,10th St at Fallon St,201,550,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,,,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
55,201804200943183484,201,2018-04-20 09:43:18+00:00,12th St at 4th Ave,233,2018-04-20 09:46:39+00:00,10th St at Fallon St,201,3484,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,,,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
56,20180118084030569,251,2018-01-18 08:40:30+00:00,12th St at 4th Ave,233,2018-01-18 08:44:42+00:00,10th St at Fallon St,201,569,,Customer,,37.7958125,-122.2555549,37.7976728,-122.2629973,1984,Female,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
57,201712261121362435,625,2017-12-26 11:21:36+00:00,12th St at 4th Ave,233,2017-12-26 11:32:01+00:00,10th St at Fallon St,201,2435,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1959,Male,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
58,20180103103606797,220,2018-01-03 10:36:06+00:00,12th St at 4th Ave,233,2018-01-03 10:39:47+00:00,10th St at Fallon St,201,797,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,,,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
59,201802240751311549,188,2018-02-24 07:51:31+00:00,12th St at 4th Ave,233,2018-02-24 07:54:40+00:00,10th St at Fallon St,201,1549,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,,,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
61,20170913092315888,212,2017-09-13 09:23:15+00:00,12th St at 4th Ave,233,2017-09-13 09:26:47+00:00,10th St at Fallon St,201,888,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1985,Male,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
62,201804130958301512,240,2018-04-13 09:58:30+00:00,12th St at 4th Ave,233,2018-04-13 10:02:30+00:00,10th St at Fallon St,201,1512,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,,,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
63,201801170839343603,415,2018-01-17 08:39:34+00:00,12th St at 4th Ave,233,2018-01-17 08:46:29+00:00,10th St at Fallon St,201,3603,,Customer,,37.7958125,-122.2555549,37.7976728,-122.2629973,1984,Female,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
64,20170807083941983,197,2017-08-07 08:39:41+00:00,12th St at 4th Ave,233,2017-08-07 08:42:58+00:00,10th St at Fallon St,201,983,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1993,Male,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
65,201708170814021384,192,2017-08-17 08:14:02+00:00,12th St at 4th Ave,233,2017-08-17 08:17:14+00:00,10th St at Fallon St,201,1384,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1993,Male,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
66,201708011025571994,296,2017-08-01 10:25:57+00:00,12th St at 4th Ave,233,2017-08-01 10:30:54+00:00,10th St at Fallon St,201,1994,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1987,Male,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
67,201802280942522122,179,2018-02-28 09:42:52+00:00,12th St at 4th Ave,233,2018-02-28 09:45:51+00:00,10th St at Fallon St,201,2122,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,,,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
68,201710230907511900,195,2017-10-23 09:07:51+00:00,12th St at 4th Ave,233,2017-10-23 09:11:06+00:00,10th St at Fallon St,201,1900,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1993,Male,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
69,201707200827121252,188,2017-07-20 08:27:12+00:00,12th St at 4th Ave,233,2017-07-20 08:30:21+00:00,10th St at Fallon St,201,1252,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1993,Male,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
70,201801250828173544,224,2018-01-25 08:28:17+00:00,12th St at 4th Ave,233,2018-01-25 08:32:01+00:00,10th St at Fallon St,201,3544,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1984,Female,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
71,20180309082852408,259,2018-03-09 08:28:52+00:00,12th St at 4th Ave,233,2018-03-09 08:33:12+00:00,10th St at Fallon St,201,408,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1975,Male,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
72,201710240853493112,191,2017-10-24 08:53:49+00:00,12th St at 4th Ave,233,2017-10-24 08:57:01+00:00,10th St at Fallon St,201,3112,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1993,Male,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
73,20171114062719499,202,2017-11-14 06:27:19+00:00,12th St at 4th Ave,233,2017-11-14 06:30:41+00:00,10th St at Fallon St,201,499,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1993,Male,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
74,201709250856361545,173,2017-09-25 08:56:36+00:00,12th St at 4th Ave,233,2017-09-25 08:59:29+00:00,10th St at Fallon St,201,1545,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1985,Female,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
75,201803270826551959,220,2018-03-27 08:26:55+00:00,12th St at 4th Ave,233,2018-03-27 08:30:35+00:00,10th St at Fallon St,201,1959,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1977,Male,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
76,201707200814181265,306,2017-07-20 08:14:18+00:00,12th St at 4th Ave,233,2017-07-20 08:19:25+00:00,10th St at Fallon St,201,1265,,Customer,,37.7958125,-122.2555549,37.7976728,-122.2629973,1990,Female,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
77,201803171324182581,190,2018-03-17 13:24:18+00:00,12th St at 4th Ave,233,2018-03-17 13:27:29+00:00,10th St at Fallon St,201,2581,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1994,Male,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
78,201803190820401022,189,2018-03-19 08:20:40+00:00,12th St at 4th Ave,233,2018-03-19 08:23:49+00:00,10th St at Fallon St,201,1022,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1984,Female,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
79,201711030801412334,222,2017-11-03 08:01:41+00:00,12th St at 4th Ave,233,2017-11-03 08:05:24+00:00,10th St at Fallon St,201,2334,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,,,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
80,201708290846151384,233,2017-08-29 08:46:15+00:00,12th St at 4th Ave,233,2017-08-29 08:50:08+00:00,10th St at Fallon St,201,1384,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1986,Male,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
81,201803080943283558,212,2018-03-08 09:43:28+00:00,12th St at 4th Ave,233,2018-03-08 09:47:00+00:00,10th St at Fallon St,201,3558,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,,,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
82,201803270833362326,251,2018-03-27 08:33:36+00:00,12th St at 4th Ave,233,2018-03-27 08:37:48+00:00,10th St at Fallon St,201,2326,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1984,Female,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
83,20180323094625228,208,2018-03-23 09:46:25+00:00,12th St at 4th Ave,233,2018-03-23 09:49:54+00:00,10th St at Fallon St,201,228,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1993,Male,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
84,20171017082843522,200,2017-10-17 08:28:43+00:00,12th St at 4th Ave,233,2017-10-17 08:32:03+00:00,10th St at Fallon St,201,522,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1993,Male,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
85,201709050822261024,269,2017-09-05 08:22:26+00:00,12th St at 4th Ave,233,2017-09-05 08:26:55+00:00,10th St at Fallon St,201,1024,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1993,Male,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
86,201708230903161055,204,2017-08-23 09:03:16+00:00,12th St at 4th Ave,233,2017-08-23 09:06:40+00:00,10th St at Fallon St,201,1055,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1993,Male,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
87,201804230828513274,246,2018-04-23 08:28:51+00:00,12th St at 4th Ave,233,2018-04-23 08:32:58+00:00,10th St at Fallon St,201,3274,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1975,Male,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
88,201711110827492713,207,2017-11-11 08:27:49+00:00,12th St at 4th Ave,233,2017-11-11 08:31:17+00:00,10th St at Fallon St,201,2713,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1993,Male,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
89,20170717090024662,256,2017-07-17 09:00:24+00:00,12th St at 4th Ave,233,2017-07-17 09:04:41+00:00,10th St at Fallon St,201,662,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1980,Male,,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
90,201804200815573423,218,2018-04-20 08:15:57+00:00,12th St at 4th Ave,233,2018-04-20 08:19:35+00:00,10th St at Fallon St,201,3423,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1977,Male,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
91,201803020813531148,251,2018-03-02 08:13:53+00:00,12th St at 4th Ave,233,2018-03-02 08:18:04+00:00,10th St at Fallon St,201,1148,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1993,Male,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
92,201804160858111464,228,2018-04-16 08:58:11+00:00,12th St at 4th Ave,233,2018-04-16 09:02:00+00:00,10th St at Fallon St,201,1464,,Subscriber,,37.7958125,-122.2555549,37.7976728,-122.2629973,1984,Female,No,POINT(-122.2555549 37.7958125),POINT(-122.2629973 37.7976728)
93,201710281324102394,327,2017-10-28 13:24:10+00:00,12th St at 6th Ave,221,2017-10-28 13:29:38+00:00,10th St at Fallon St,201,2394,,Subscriber,,37.7943532,-122.2538745,37.7976728,-122.2629973,1984,Male,,POINT(-122.2538745 37.7943532),POINT(-122.2629973 37.7976728)
94,201709281257552877,314,2017-09-28 12:57:55+00:00,12th St at 6th Ave,221,2017-09-28 13:03:10+00:00,10th St at Fallon St,201,2877,,Subscriber,,37.7943532,-122.2538745,37.7976728,-122.2629973,1984,Male,,POINT(-122.2538745 37.7943532),POINT(-122.2629973 37.7976728)
95,201801150702211207,243,2018-01-15 07:02:21+00:00,12th St at 6th Ave,221,2018-01-15 07:06:25+00:00,10th St at Fallon St,201,1207,,Subscriber,,37.7943532,-122.2538745,37.7976728,-122.2629973,1991,Male,Yes,POINT(-122.2538745 37.7943532),POINT(-122.2629973 37.7976728)
96,201710121248331393,375,2017-10-12 12:48:33+00:00,12th St at 6th Ave,221,2017-10-12 12:54:48+00:00,10th St at Fallon St,201,1393,,Subscriber,,37.7943532,-122.2538745,37.7976728,-122.2629973,1984,Male,,POINT(-122.2538745 37.7943532),POINT(-122.2629973 37.7976728)
97,20171005161045786,254,2017-10-05 16:10:45+00:00,12th St at 6th Ave,221,2017-10-05 16:15:00+00:00,10th St at Fallon St,201,786,,Customer,,37.7943532,-122.2538745,37.7976728,-122.2629973,1987,Other,,POINT(-122.2538745 37.7943532),POINT(-122.2629973 37.7976728)
98,201708240748152253,484,2017-08-24 07:48:15+00:00,12th St at 6th Ave,221,2017-08-24 07:56:20+00:00,10th St at Fallon St,201,2253,,Customer,,37.7943532,-122.2538745,37.7976728,-122.2629973,1987,Male,,POINT(-122.2538745 37.7943532),POINT(-122.2629973 37.7976728)
99,201708231247052253,411,2017-08-23 12:47:05+00:00,12th St at 6th Ave,221,2017-08-23 12:53:57+00:00,10th St at Fallon St,201,2253,,Subscriber,,37.7943532,-122.2538745,37.7976728,-122.2629973,1984,Male,,POINT(-122.2538745 37.7943532),POINT(-122.2629973 37.7976728)
